image_name,label
00463.png,1
00464.png,1
00465.png,1
00466.png,1
00467.png,1
00468.png,1
00469.png,7
00470.png,1
00471.png,1
00472.png,1
00473.png,1
00474.png,1
00475.png,1
00476.png,1
00477.png,2
00478.png,1
00479.png,1
00480.png,1
00481.png,6
00482.png,1
00483.png,1
00484.png,1
00485.png,1
00486.png,1
00487.png,6
00488.png,1
00489.png,1
00490.png,1
00491.png,1
00492.png,1
00493.png,1
00494.png,6
00495.png,6
00496.png,1
00497.png,6
00498.png,1
00499.png,1
00500.png,1
00501.png,1
00502.png,1
00503.png,1
00504.png,1
00505.png,1
00506.png,1
00507.png,1
00508.png,7
00509.png,1
00510.png,1
00511.png,5
00512.png,1
00513.png,2
00514.png,0
00515.png,1
00516.png,1
00517.png,0
00518.png,1
00519.png,0
00520.png,7
00521.png,1
00522.png,1
00523.png,7
00524.png,1
00525.png,1
00526.png,1
00527.png,1
00528.png,1
00529.png,1
00530.png,1
00531.png,1
00532.png,1
00533.png,1
00534.png,2
00535.png,6
00536.png,1
00537.png,1
00538.png,1
00539.png,1
00540.png,1
00541.png,9
00542.png,1
00543.png,5
00544.png,1
00545.png,1
00546.png,1
00547.png,7
00548.png,6
00549.png,1
00550.png,4
00551.png,1
00552.png,1
00553.png,1
00554.png,1
00555.png,1
00556.png,1
00557.png,8
00558.png,1
00559.png,1
00560.png,1
00561.png,1
00562.png,1
00563.png,1
00564.png,5
00565.png,4
00566.png,5
00567.png,1
00568.png,1
00569.png,1
00570.png,1
00571.png,1
00572.png,1
00573.png,1
00574.png,1
00575.png,1
00576.png,1
00577.png,1
00578.png,1
00579.png,0
00580.png,1
00581.png,1
00582.png,1
00583.png,1
00584.png,1
00585.png,1
00586.png,1
00587.png,1
00588.png,1
00589.png,1
00590.png,1
00591.png,1
00592.png,1
00593.png,1
00594.png,1
00595.png,2
00596.png,0
00597.png,7
00598.png,6
00599.png,1
00600.png,6
00601.png,1
00602.png,5
00603.png,1
00604.png,1
00605.png,1
00606.png,1
00607.png,1
00608.png,1
00609.png,1
00610.png,1
00611.png,1
00612.png,1
00613.png,1
00614.png,1
00615.png,1
00616.png,1
00617.png,1
00618.png,1
00619.png,1
00620.png,1
00621.png,1
00622.png,1
00623.png,1
00624.png,1
00625.png,1
00626.png,0
00627.png,1
00628.png,1
00629.png,1
00630.png,1
00631.png,7
00632.png,1
00633.png,3
00634.png,1
00635.png,1
00636.png,1
00637.png,1
00638.png,1
00639.png,1
00640.png,1
00641.png,1
00642.png,1
00643.png,1
00644.png,1
00645.png,1
00646.png,1
00647.png,1
00648.png,1
00649.png,4
00650.png,1
00651.png,7
00652.png,1
00653.png,1
00654.png,1
00655.png,1
00656.png,1
00657.png,1
00658.png,7
00659.png,1
00660.png,1
00661.png,1
00662.png,1
00663.png,5
00664.png,1
00665.png,1
00666.png,1
00667.png,1
00668.png,1
00669.png,1
00670.png,1
00671.png,1
00672.png,1
00673.png,1
00674.png,1
00675.png,6
00676.png,1
00677.png,1
00678.png,8
00679.png,1
00680.png,1
00681.png,0
00682.png,4
00683.png,1
00684.png,1
00685.png,1
00686.png,1
00687.png,1
00688.png,1
00689.png,1
00690.png,1
00691.png,7
00692.png,7
00693.png,1
00694.png,1
00695.png,1
00696.png,1
00697.png,1
00698.png,1
00699.png,2
00700.png,1
00701.png,1
00702.png,1
00703.png,1
00704.png,1
00705.png,1
00706.png,1
00707.png,1
00708.png,1
00709.png,4
00710.png,1
00711.png,1
00712.png,1
00713.png,1
00714.png,1
00715.png,1
00716.png,1
00717.png,1
00718.png,1
00719.png,1
00720.png,1
00721.png,1
00722.png,1
00723.png,1
00724.png,1
00725.png,8
00726.png,1
00727.png,1
00728.png,7
00729.png,1
00730.png,1
00731.png,1
00732.png,1
00733.png,6
00734.png,1
00735.png,2
00736.png,6
00737.png,1
00738.png,1
00739.png,1
00740.png,1
00741.png,1
00742.png,1
00743.png,1
00744.png,1
00745.png,1
00746.png,1
00747.png,1
00748.png,1
00749.png,1
00750.png,1
00751.png,1
00752.png,1
00753.png,1
00754.png,1
00755.png,1
00756.png,1
00757.png,1
00758.png,1
00759.png,1
00760.png,1
00761.png,1
00762.png,1
00763.png,1
00764.png,1
00765.png,1
00766.png,1
00767.png,1
00768.png,1
00769.png,1
00770.png,1
00771.png,1
00772.png,1
00773.png,1
00774.png,1
00775.png,1
00776.png,1
00777.png,1
00778.png,6
00779.png,7
00780.png,1
00781.png,1
00782.png,1
00783.png,1
00784.png,6
00785.png,6
00786.png,1
00787.png,1
00788.png,1
00789.png,1
00790.png,1
00791.png,1
00792.png,1
00793.png,1
00794.png,6
00795.png,4
00796.png,1
00797.png,1
00798.png,1
00799.png,1
00800.png,3
00801.png,8
00802.png,1
00803.png,2
00804.png,1
00805.png,7
00806.png,1
00807.png,1
00808.png,1
00809.png,1
00810.png,1
00811.png,1
00812.png,1
00813.png,1
00814.png,1
00815.png,1
00816.png,1
00817.png,1
00818.png,1
00819.png,1
00820.png,3
00821.png,1
00822.png,1
00823.png,8
00824.png,7
00825.png,1
00826.png,1
00827.png,1
00828.png,1
00829.png,0
00830.png,1
00831.png,1
00832.png,1
00833.png,1
00834.png,1
00835.png,1
00836.png,1
00837.png,1
00838.png,1
00839.png,1
00840.png,1
00841.png,4
00842.png,3
00843.png,5
00844.png,2
00845.png,5
00846.png,1
00847.png,1
00848.png,1
00849.png,5
00850.png,1
00851.png,1
00852.png,1
00853.png,1
00854.png,1
00855.png,1
00856.png,1
00857.png,1
00858.png,1
00859.png,5
00860.png,6
00861.png,1
00862.png,1
00863.png,1
00864.png,1
00865.png,1
00866.png,1
00867.png,1
00868.png,3
00869.png,1
00870.png,1
00871.png,1
00872.png,1
00873.png,1
00874.png,1
00875.png,1
00876.png,1
00877.png,1
00878.png,1
00879.png,1
00880.png,7
00881.png,1
00882.png,1
00883.png,1
00884.png,1
00885.png,1
00886.png,1
00887.png,1
00888.png,1
00889.png,1
00890.png,1
00891.png,1
00892.png,8
00893.png,1
00894.png,1
00895.png,7
00896.png,1
00897.png,1
00898.png,1
00899.png,1
00900.png,1
00901.png,1
00902.png,1
00903.png,1
00904.png,1
00905.png,1
00906.png,1
00907.png,7
00908.png,1
00909.png,7
00910.png,1
00911.png,1
00912.png,1
00913.png,1
00914.png,1
00915.png,1
00916.png,1
00917.png,1
00918.png,1
00919.png,2
00920.png,0
00921.png,1
00922.png,1
00923.png,1
00924.png,1
00925.png,1
00926.png,7
00927.png,6
00928.png,1
00929.png,1
00930.png,1
00931.png,1
00932.png,1
00933.png,1
00934.png,1
00935.png,1
00936.png,1
00937.png,6
00938.png,1
00939.png,1
00940.png,1
00941.png,1
00942.png,1
00943.png,7
00944.png,1
00945.png,1
00946.png,1
00947.png,1
00948.png,1
00949.png,6
00950.png,1
00951.png,1
00952.png,1
00953.png,1
00954.png,1
00955.png,1
00956.png,1
00957.png,1
00958.png,1
00959.png,1
00960.png,1
00961.png,1
00962.png,1
00963.png,1
00964.png,1
00965.png,1
00966.png,1
00967.png,1
00968.png,1
00969.png,1
00970.png,1
00971.png,1
00972.png,1
00973.png,1
00974.png,1
00975.png,1
00976.png,2
00977.png,1
00978.png,1
00979.png,1
00980.png,1
00981.png,1
00982.png,7
00983.png,1
00984.png,1
00985.png,1
00986.png,1
00987.png,1
00988.png,1
00989.png,0
00990.png,0
00991.png,2
00992.png,1
00993.png,1
00994.png,1
00995.png,1
00996.png,1
00997.png,1
00998.png,1
00999.png,1
01000.png,1
01001.png,1
01002.png,1
01003.png,1
01004.png,1
01005.png,1
01006.png,1
01007.png,1
01008.png,1
01009.png,1
01010.png,6
01011.png,1
01012.png,1
01013.png,1
01014.png,1
01015.png,1
01016.png,1
01017.png,1
01018.png,1
01019.png,1
01020.png,4
01021.png,0
01022.png,1
01023.png,1
01024.png,1
01025.png,1
01026.png,1
01027.png,0
01028.png,1
01029.png,4
01030.png,1
01031.png,1
01032.png,4
01033.png,1
01034.png,1
01035.png,1
01036.png,1
01037.png,1
01038.png,1
01039.png,1
01040.png,1
01041.png,1
01042.png,1
01043.png,1
01044.png,1
01045.png,1
01046.png,1
01047.png,1
01048.png,1
01049.png,1
01050.png,1
01051.png,5
01052.png,5
01053.png,1
01054.png,1
01055.png,1
01056.png,1
01057.png,0
01058.png,7
01059.png,1
01060.png,1
01061.png,1
01062.png,1
01063.png,1
01064.png,1
01065.png,7
01066.png,1
01067.png,1
01068.png,1
01069.png,1
01070.png,1
01071.png,1
01072.png,1
01073.png,7
01074.png,1
01075.png,7
01076.png,5
01077.png,7
01078.png,1
01079.png,1
01080.png,1
01081.png,1
01082.png,1
01083.png,7
01084.png,1
01085.png,1
01086.png,1
01087.png,1
01088.png,1
01089.png,1
01090.png,4
01091.png,1
01092.png,4
01093.png,1
01094.png,1
01095.png,1
01096.png,1
01097.png,1
01098.png,3
01099.png,7
01100.png,1
01101.png,1
01102.png,1
01103.png,1
01104.png,1
01105.png,1
01106.png,1
01107.png,1
01108.png,1
01109.png,1
01110.png,1
01111.png,1
01112.png,1
01113.png,1
01114.png,1
01115.png,1
01116.png,1
01117.png,0
01118.png,1
01119.png,9
01120.png,5
01121.png,1
01122.png,1
01123.png,1
01124.png,1
01125.png,1
01126.png,1
01127.png,1
01128.png,4
01129.png,1
01130.png,1
01131.png,7
01132.png,1
01133.png,1
01134.png,1
01135.png,1
01136.png,1
01137.png,1
01138.png,1
01139.png,1
01140.png,1
01141.png,1
01142.png,1
01143.png,7
01144.png,7
01145.png,1
01146.png,1
01147.png,1
01148.png,1
01149.png,3
01150.png,1
01151.png,1
01152.png,0
01153.png,1
01154.png,1
01155.png,5
01156.png,1
01157.png,7
01158.png,1
01159.png,1
01160.png,1
01161.png,1
01162.png,1
01163.png,1
01164.png,6
01165.png,1
01166.png,7
01167.png,1
01168.png,1
01169.png,1
01170.png,1
01171.png,1
01172.png,1
01173.png,1
01174.png,1
01175.png,1
01176.png,1
01177.png,1
01178.png,1
01179.png,1
01180.png,1
01181.png,1
01182.png,1
01183.png,1
01184.png,1
01185.png,1
01186.png,1
01187.png,1
01188.png,1
01189.png,2
01190.png,6
01191.png,1
01192.png,7
01193.png,7
01194.png,1
01195.png,1
01196.png,1
01197.png,6
01198.png,6
01199.png,1
01200.png,1
01201.png,1
01202.png,1
01203.png,1
01204.png,1
01205.png,1
01206.png,0
01207.png,1
01208.png,7
01209.png,1
01210.png,1
01211.png,1
01212.png,2
01213.png,1
01214.png,1
01215.png,1
01216.png,1
01217.png,1
01218.png,1
01219.png,1
01220.png,1
01221.png,0
01222.png,1
01223.png,1
01224.png,1
01225.png,1
01226.png,1
01227.png,1
01228.png,1
01229.png,6
01230.png,1
01231.png,1
01232.png,1
01233.png,1
01234.png,1
01235.png,1
01236.png,1
01237.png,1
01238.png,1
01239.png,1
01240.png,4
01241.png,3
01242.png,3
01243.png,1
01244.png,1
01245.png,5
01246.png,1
01247.png,1
01248.png,7
01249.png,9
01250.png,1
01251.png,1
01252.png,1
01253.png,1
01254.png,1
01255.png,2
01256.png,0
01257.png,1
01258.png,9
01259.png,1
01260.png,1
01261.png,1
01262.png,1
01263.png,5
01264.png,1
01265.png,1
01266.png,1
01267.png,1
01268.png,5
01269.png,1
01270.png,1
01271.png,9
01272.png,1
01273.png,1
01274.png,9
01275.png,1
01276.png,1
01277.png,1
01278.png,4
01279.png,7
01280.png,6
01281.png,1
01282.png,1
01283.png,1
01284.png,1
01285.png,1
01286.png,1
01287.png,8
01288.png,6
01289.png,1
01290.png,1
01291.png,1
01292.png,1
01293.png,1
01294.png,1
01295.png,1
01296.png,1
01297.png,1
01298.png,1
01299.png,1
01300.png,1
01301.png,8
01302.png,1
01303.png,1
01304.png,7
01305.png,1
01306.png,1
01307.png,1
01308.png,1
01309.png,1
01310.png,1
01311.png,1
01312.png,1
01313.png,1
01314.png,1
01315.png,2
01316.png,1
01317.png,3
01318.png,1
01319.png,1
01320.png,1
01321.png,1
01322.png,1
01323.png,1
01324.png,1
01325.png,1
01326.png,0
01327.png,1
01328.png,1
01329.png,4
01330.png,1
01331.png,1
01332.png,1
01333.png,1
01334.png,1
01335.png,1
01336.png,4
01337.png,1
01338.png,1
01339.png,1
01340.png,1
01341.png,7
01342.png,1
01343.png,1
01344.png,1
01345.png,1
01346.png,1
01347.png,1
01348.png,1
01349.png,1
01350.png,1
01351.png,1
01352.png,1
01353.png,1
01354.png,1
01355.png,1
01356.png,1
01357.png,1
01358.png,1
01359.png,1
01360.png,0
01361.png,1
01362.png,1
01363.png,1
01364.png,1
01365.png,1
01366.png,1
01367.png,1
01368.png,1
01369.png,1
01370.png,6
01371.png,1
01372.png,1
01373.png,1
01374.png,0
01375.png,1
01376.png,1
01377.png,1
01378.png,3
01379.png,2
01380.png,1
01381.png,1
01382.png,2
01383.png,1
01384.png,1
01385.png,1
01386.png,1
01387.png,1
01388.png,1
01389.png,1
01390.png,1
01391.png,1
01392.png,1
01393.png,1
01394.png,4
01395.png,4
01396.png,1
01397.png,1
01398.png,1
01399.png,1
01400.png,1
01401.png,1
01402.png,1
01403.png,1
01404.png,1
01405.png,1
01406.png,1
01407.png,1
01408.png,1
01409.png,1
01410.png,2
01411.png,6
01412.png,1
01413.png,4
01414.png,1
01415.png,1
01416.png,1
01417.png,1
01418.png,1
01419.png,1
01420.png,1
01421.png,1
01422.png,1
01423.png,1
01424.png,1
01425.png,1
01426.png,1
01427.png,1
01428.png,1
01429.png,1
01430.png,1
01431.png,1
01432.png,1
01433.png,1
01434.png,1
01435.png,1
01436.png,1
01437.png,1
01438.png,6
01439.png,5
01440.png,1
01441.png,1
01442.png,3
01443.png,8
01444.png,1
01445.png,1
01446.png,1
01447.png,1
01448.png,1
01449.png,1
01450.png,1
01451.png,1
01452.png,1
01453.png,1
01454.png,1
01455.png,1
01456.png,1
01457.png,1
01458.png,1
01459.png,1
01460.png,1
01461.png,1
01462.png,7
01463.png,1
01464.png,1
01465.png,1
01466.png,1
01467.png,1
01468.png,1
01469.png,1
01470.png,1
01471.png,1
01472.png,1
01473.png,1
01474.png,1
01475.png,1
01476.png,4
01477.png,1
01478.png,1
01479.png,1
01480.png,1
01481.png,1
01482.png,8
01483.png,1
01484.png,1
01485.png,0
01486.png,1
01487.png,1
01488.png,1
01489.png,1
01490.png,1
01491.png,1
01492.png,1
01493.png,1
01494.png,1
01495.png,1
01496.png,1
01497.png,1
01498.png,1
01499.png,1
01500.png,1
01501.png,1
01502.png,1
01503.png,1
01504.png,1
01505.png,1
01506.png,7
01507.png,1
01508.png,4
01509.png,1
01510.png,5
01511.png,1
01512.png,1
01513.png,1
01514.png,7
01515.png,1
01516.png,1
01517.png,1
01518.png,1
01519.png,1
01520.png,1
01521.png,1
01522.png,1
01523.png,1
01524.png,1
01525.png,1
01526.png,7
01527.png,1
01528.png,1
01529.png,1
01530.png,6
01531.png,0
01532.png,1
01533.png,1
01534.png,1
01535.png,1
01536.png,1
01537.png,1
01538.png,1
01539.png,1
01540.png,1
01541.png,1
01542.png,1
01543.png,1
01544.png,1
01545.png,1
01546.png,1
01547.png,1
01548.png,1
01549.png,1
01550.png,1
01551.png,1
01552.png,7
01553.png,1
01554.png,1
01555.png,1
01556.png,1
01557.png,1
01558.png,1
01559.png,7
01560.png,1
01561.png,1
01562.png,1
01563.png,1
01564.png,1
01565.png,1
01566.png,1
01567.png,1
01568.png,1
01569.png,1
01570.png,1
01571.png,1
01572.png,1
01573.png,1
01574.png,1
01575.png,1
01576.png,1
01577.png,1
01578.png,1
01579.png,1
01580.png,0
01581.png,1
01582.png,1
01583.png,1
01584.png,1
01585.png,1
01586.png,1
01587.png,1
01588.png,1
01589.png,1
01590.png,1
01591.png,1
01592.png,1
01593.png,1
01594.png,1
01595.png,1
01596.png,1
01597.png,2
01598.png,4
01599.png,1
01600.png,5
01601.png,7
01602.png,1
01603.png,3
01604.png,1
01605.png,1
01606.png,1
01607.png,1
01608.png,1
01609.png,1
01610.png,1
01611.png,1
01612.png,1
01613.png,1
01614.png,1
01615.png,1
01616.png,1
01617.png,1
01618.png,7
01619.png,0
01620.png,1
01621.png,1
01622.png,1
01623.png,1
01624.png,1
01625.png,5
01626.png,5
01627.png,1
01628.png,1
01629.png,1
01630.png,1
01631.png,1
01632.png,1
01633.png,1
01634.png,1
01635.png,1
01636.png,1
01637.png,1
01638.png,1
01639.png,1
01640.png,1
01641.png,1
01642.png,1
01643.png,1
01644.png,8
01645.png,1
01646.png,1
01647.png,4
01648.png,1
01649.png,7
01650.png,1
01651.png,1
01652.png,1
01653.png,1
01654.png,1
01655.png,1
01656.png,1
01657.png,1
01658.png,1
01659.png,1
01660.png,1
01661.png,1
01662.png,1
01663.png,1
01664.png,1
01665.png,6
01666.png,7
01667.png,1
01668.png,1
01669.png,1
01670.png,1
01671.png,1
01672.png,1
01673.png,1
01674.png,4
01675.png,1
01676.png,1
01677.png,1
01678.png,1
01679.png,1
01680.png,1
01681.png,1
01682.png,1
01683.png,1
01684.png,1
01685.png,1
01686.png,1
01687.png,1
01688.png,1
01689.png,1
01690.png,1
01691.png,1
01692.png,0
01693.png,4
01694.png,1
01695.png,1
01696.png,1
01697.png,1
01698.png,1
01699.png,7
01700.png,7
01701.png,1
01702.png,1
01703.png,1
01704.png,1
01705.png,1
01706.png,1
01707.png,1
01708.png,1
01709.png,1
01710.png,1
01711.png,1
01712.png,1
01713.png,0
01714.png,1
01715.png,1
01716.png,1
01717.png,1
01718.png,1
01719.png,1
01720.png,1
01721.png,1
01722.png,7
01723.png,1
01724.png,1
01725.png,6
01726.png,7
01727.png,1
01728.png,1
01729.png,6
01730.png,1
01731.png,1
01732.png,2
01733.png,1
01734.png,1
01735.png,1
01736.png,1
01737.png,1
01738.png,4
01739.png,6
01740.png,2
01741.png,1
01742.png,1
01743.png,1
01744.png,1
01745.png,1
01746.png,1
01747.png,1
01748.png,1
01749.png,1
01750.png,5
01751.png,7
01752.png,1
01753.png,1
01754.png,1
01755.png,1
01756.png,1
01757.png,0
01758.png,7
01759.png,1
01760.png,5
01761.png,1
01762.png,1
01763.png,1
01764.png,1
01765.png,1
01766.png,1
01767.png,1
01768.png,1
01769.png,1
01770.png,1
01771.png,1
01772.png,1
01773.png,1
01774.png,2
01775.png,1
01776.png,1
01777.png,1
01778.png,1
01779.png,1
01780.png,6
01781.png,6
01782.png,1
01783.png,1
01784.png,1
01785.png,1
01786.png,1
01787.png,1
01788.png,1
01789.png,1
01790.png,1
01791.png,7
01792.png,7
01793.png,1
01794.png,1
01795.png,1
01796.png,1
01797.png,1
01798.png,1
01799.png,1
01800.png,1
01801.png,1
01802.png,1
01803.png,1
01804.png,1
01805.png,1
01806.png,1
01807.png,1
01808.png,1
01809.png,1
01810.png,1
01811.png,1
01812.png,1
01813.png,1
01814.png,1
01815.png,1
01816.png,1
01817.png,1
01818.png,1
01819.png,1
01820.png,1
01821.png,1
01822.png,1
01823.png,1
01824.png,1
01825.png,1
01826.png,0
01827.png,4
01828.png,1
01829.png,1
01830.png,1
01831.png,1
01832.png,1
01833.png,1
01834.png,1
01835.png,1
01836.png,1
01837.png,1
01838.png,1
01839.png,1
01840.png,1
01841.png,1
01842.png,1
01843.png,7
01844.png,1
01845.png,1
01846.png,1
01847.png,1
01848.png,1
01849.png,1
01850.png,1
01851.png,1
01852.png,1
01853.png,1
01854.png,1
01855.png,1
01856.png,1
01857.png,1
01858.png,1
01859.png,6
01860.png,1
01861.png,1
01862.png,1
01863.png,1
01864.png,1
01865.png,1
01866.png,1
01867.png,1
01868.png,0
01869.png,3
01870.png,1
01871.png,1
01872.png,1
01873.png,1
01874.png,7
01875.png,1
01876.png,1
01877.png,1
01878.png,1
01879.png,4
01880.png,3
01881.png,1
01882.png,1
01883.png,6
01884.png,7
01885.png,1
01886.png,1
01887.png,1
01888.png,7
01889.png,1
01890.png,1
01891.png,1
01892.png,1
01893.png,1
01894.png,1
01895.png,1
01896.png,1
01897.png,5
01898.png,1
01899.png,1
01900.png,1
01901.png,1
01902.png,1
01903.png,2
01904.png,6
01905.png,1
01906.png,0
01907.png,1
01908.png,1
01909.png,1
01910.png,1
01911.png,1
01912.png,1
01913.png,1
01914.png,1
01915.png,1
01916.png,1
01917.png,1
01918.png,2
01919.png,1
01920.png,1
01921.png,1
01922.png,1
01923.png,6
01924.png,1
01925.png,1
01926.png,1
01927.png,1
01928.png,1
01929.png,1
01930.png,1
01931.png,7
01932.png,7
01933.png,1
01934.png,1
01935.png,1
01936.png,1
01937.png,7
01938.png,1
01939.png,1
01940.png,6
01941.png,2
01942.png,1
01943.png,1
01944.png,1
01945.png,7
01946.png,1
01947.png,1
01948.png,1
01949.png,1
01950.png,1
01951.png,1
01952.png,1
01953.png,1
01954.png,4
01955.png,8
01956.png,8
01957.png,1
01958.png,1
01959.png,1
01960.png,1
01961.png,1
01962.png,1
01963.png,1
01964.png,1
01965.png,7
01966.png,1
01967.png,1
01968.png,1
01969.png,1
01970.png,1
01971.png,1
01972.png,1
01973.png,1
01974.png,1
01975.png,1
01976.png,6
01977.png,1
01978.png,1
01979.png,1
01980.png,1
01981.png,1
01982.png,1
01983.png,1
01984.png,0
01985.png,0
01986.png,1
01987.png,1
01988.png,1
01989.png,1
01990.png,1
01991.png,1
01992.png,5
01993.png,1
01994.png,1
01995.png,8
01996.png,1
01997.png,1
